i,j,height
19810,24232,6.470588235294119
19810,24233,6.470588235294118
19810,24234,6.470588235294118
19810,24235,6.470588235294118
19810,24236,6.470588235294119
19810,24237,6.470588235294119
19810,24238,6.470588235294118
19810,24239,6.470588235294118
19810,24240,6.470588235294118
19810,24241,6.470588235294119
19810,24242,6.4705882352941195
19810,24243,6.470588235294119
19810,24244,6.470588235294118
19810,24245,6.470588235294118
19810,24246,6.470588235294118
19810,24247,6.470588235294119
19810,24248,6.470588235294118
19810,24249,6.470588235294117
19810,24250,6.4705882352941195
19810,24251,6.470588235294119
19810,24252,6.470588235294119
19810,24253,6.470588235294118
19810,24254,6.470588235294119
19810,24255,6.470588235294118
19810,24256,6.470588235294119
19810,24257,6.470588235294117
19810,24259,6.470588235294117
19810,24260,6.470588235294118
19810,24261,6.470588235294118
19810,24262,6.470588235294119
19810,24263,6.470588235294118
19810,24264,6.470588235294118
19810,24265,6.470588235294119
19810,24266,6.470588235294119
19810,24267,6.470588235294119
19810,24268,6.470588235294119
19810,24269,6.470588235294119
19810,24270,6.470588235294118
19811,24232,6.470588235294118
19811,24233,6.470588235294118
19811,24234,6.470588235294119
19811,24235,6.470588235294118
19811,24236,6.470588235294119
19811,24237,6.4705882352941195
19811,24238,6.470588235294118
19811,24239,6.470588235294118
19811,24240,6.470588235294118
19811,24241,6.470588235294118
19811,24242,6.470588235294118
19811,24243,6.470588235294118
19811,24244,6.470588235294119
19811,24245,6.470588235294117
19811,24246,6.470588235294118
19811,24247,6.470588235294119
19811,24248,6.470588235294116
19811,24249,6.470588235294119
19811,24250,6.470588235294118
19811,24251,6.470588235294119
19811,24252,6.470588235294119
19811,24253,6.470588235294118
19811,24254,6.470588235294118
19811,24255,6.470588235294117
19811,24256,6.470588235294118
19811,24257,6.470588235294119
19811,24258,6.470588235294119
19811,24259,6.470588235294117
19811,24260,6.470588235294117
19811,24261,6.470588235294119
19811,24262,6.470588235294119
19811,24263,6.470588235294119
19811,24264,6.470588235294118
19811,24265,6.470588235294117
19811,24266,6.470588235294118
19811,24267,6.470588235294117
19811,24268,6.470588235294118
19811,24269,6.470588235294119
19811,24270,6.470588235294119
19812,24232,6.470588235294118
19812,24233,6.470588235294119
19812,24234,6.470588235294118
19812,24235,6.470588235294117
19812,24236,6.470588235294118
19812,24237,6.470588235294118
19812,24238,6.470588235294117
19812,24239,6.470588235294118
19812,24240,6.470588235294118
19812,24241,6.470588235294117
19812,24242,6.470588235294118
19812,24243,6.4705882352941195
19812,24244,6.470588235294119
19812,24245,6.470588235294117
19812,24246,6.470588235294119
19812,24247,6.470588235294119
19812,24248,6.470588235294118
19812,24249,6.470588235294117
19812,24250,6.470588235294118
19812,24251,6.470588235294119
19812,24252,6.470588235294118
19812,24253,6.470588235294118
19812,24254,6.470588235294119
19812,24255,6.470588235294119
19812,24256,6.470588235294119
19812,24257,6.470588235294119
19812,24258,6.470588235294119
19812,24259,6.470588235294117
19812,24260,6.470588235294117
19812,24261,6.470588235294118
19812,24262,6.470588235294117
19812,24263,6.470588235294119
19812,24264,6.470588235294118
19812,24265,6.470588235294117
19812,24266,6.470588235294119
19812,24267,6.470588235294119
19812,24268,6.470588235294118
19812,24269,6.470588235294119
19812,24270,6.470588235294118
19813,24232,6.470588235294118
19813,24233,6.470588235294119
19813,24234,6.470588235294118
19813,24235,6.470588235294118
19813,24236,6.470588235294118
19813,24237,6.470588235294118
19813,24238,6.470588235294117
19813,24239,6.470588235294119
19813,24240,6.470588235294119
19813,24241,6.470588235294118
19813,24242,6.470588235294118
19813,24243,6.470588235294118
19813,24244,6.470588235294117
19813,24245,6.4705882352941195
19813,24246,6.470588235294119
19813,24247,6.470588235294119
19813,24248,6.470588235294119
19813,24249,6.470588235294118
19813,24250,6.470588235294118
19813,24251,6.470588235294118
19813,24252,6.470588235294117
19813,24253,6.470588235294119
19813,24254,6.470588235294119
19813,24255,6.470588235294119
19813,24256,6.470588235294118
19813,24257,6.470588235294119
19813,24258,6.4705882352941195
19813,24259,6.470588235294119
19813,24260,6.470588235294118
19813,24261,6.470588235294118
19813,24262,6.470588235294118
19813,24263,6.470588235294118
19813,24264,6.470588235294119
19813,24265,6.470588235294118
19813,24266,6.470588235294118
19813,24267,6.470588235294118
19813,24268,6.470588235294118
19813,24269,6.470588235294118
19813,24270,6.470588235294119
19814,24232,6.4705882352941195
19814,24233,6.470588235294118
19814,24234,6.470588235294119
19814,24235,6.470588235294118
19814,24236,6.470588235294118
19814,24237,6.470588235294118
19814,24238,6.470588235294118
19814,24239,6.470588235294117
19814,24240,6.470588235294118
19814,24241,6.470588235294118
19814,24242,6.470588235294118
19814,24243,6.470588235294118
19814,24244,6.470588235294117
19814,24245,6.470588235294119
19814,24246,6.4705882352941195
19814,24247,6.470588235294118
19814,24248,6.470588235294118
19814,24249,6.470588235294118
19814,24250,6.470588235294118
19814,24252,6.470588235294119
19814,24253,6.470588235294118
19814,24254,6.470588235294117
19814,24255,6.470588235294118
19814,24256,6.470588235294117
19814,24257,6.470588235294118
19814,24258,6.470588235294119
19814,24259,6.470588235294118
19814,24260,6.470588235294119
19814,24262,6.470588235294118
19814,24263,6.470588235294117
19814,24264,6.470588235294119
19814,24265,6.470588235294119
19814,24266,6.470588235294119
19814,24267,6.470588235294118
19814,24268,6.470588235294118
19814,24269,6.470588235294118
19814,24270,6.470588235294118
19815,24232,6.470588235294117
19815,24234,6.470588235294118
19815,24235,6.470588235294119
19815,24236,6.470588235294118
19815,24237,6.470588235294118
19815,24238,6.470588235294118
19815,24239,6.470588235294117
19815,24240,6.470588235294117
19815,24241,6.470588235294117
19815,24242,6.470588235294118
19815,24243,6.470588235294119
19815,24244,6.470588235294118
19815,24245,6.470588235294119
19815,24246,6.4705882352941195
19815,24247,6.470588235294119
19815,24248,6.470588235294118
19815,24249,6.470588235294118
19815,24250,6.470588235294118
19815,24251,6.470588235294118
19815,24252,6.470588235294119
19815,24253,6.470588235294117
19815,24254,6.470588235294118
19815,24255,6.470588235294118
19815,24256,6.470588235294117
19815,24257,6.470588235294118
19815,24258,6.470588235294118
19815,24259,6.470588235294118
19815,24260,6.470588235294119
19815,24261,6.4705882352941195
19815,24262,6.470588235294119
19815,24263,6.470588235294118
19815,24264,6.470588235294118
19815,24265,6.470588235294118
19815,24266,6.470588235294118
19815,24267,6.470588235294117
19815,24268,6.470588235294118
19815,24269,6.4705882352941195
19815,24270,6.470588235294118
19816,24232,6.470588235294118
19816,24233,6.470588235294117
19816,24234,6.470588235294119
19816,24235,6.470588235294118
19816,24236,6.4705882352941195
19816,24237,9.148073022312374
19816,24238,6.470588235294119
19816,24239,6.470588235294117
19816,24240,6.470588235294116
19816,24241,6.470588235294118
19816,24242,6.470588235294117
19816,24243,6.470588235294116
19816,24244,6.470588235294119
19816,24245,6.470588235294118
19816,24246,6.470588235294118
19816,24247,6.470588235294118
19816,24248,6.470588235294118
19816,24249,6.470588235294119
19816,24250,6.470588235294116
19816,24251,6.470588235294119
19816,24252,6.470588235294118
19816,24253,6.470588235294118
19816,24254,6.470588235294118
19816,24255,6.470588235294118
19816,24256,6.470588235294118
19816,24257,6.470588235294118
19816,24258,6.470588235294119
19816,24259,6.470588235294118
19816,24260,6.470588235294119
19816,24261,6.470588235294119
19816,24263,6.470588235294118
19816,24264,6.470588235294119
19816,24265,6.470588235294118
19816,24266,6.470588235294117
19816,24267,6.470588235294118
19816,24268,6.470588235294119
19816,24269,6.470588235294118
19816,24270,6.470588235294118
19817,24232,6.470588235294118
19817,24233,7.3450673202051755
19817,24234,6.470588235294118
19817,24235,6.470588235294119
19817,24236,6.470588235294119
19817,24237,6.470588235294119
19817,24238,6.470588235294116
19817,24239,6.470588235294118
19817,24240,6.470588235294118
19817,24241,6.470588235294117
19817,24242,8.01877657655189
19817,24243,6.470588235294117
19817,24244,6.470588235294117
19817,24245,6.470588235294117
19817,24246,6.470588235294117
19817,24247,6.4705882352941195
19817,24248,6.470588235294119
19817,24249,6.470588235294118
19817,24250,6.470588235294119
19817,24251,6.470588235294118
19817,24252,6.470588235294118
19817,24253,6.470588235294118
19817,24254,6.470588235294118
19817,24255,6.470588235294119
19817,24256,6.470588235294119
19817,24257,6.470588235294118
19817,24258,6.470588235294119
19817,24259,6.470588235294118
19817,24260,6.470588235294119
19817,24261,6.470588235294119
19817,24265,6.470588235294118
19817,24266,6.470588235294118
19817,24267,6.470588235294118
19817,24268,6.470588235294118
