i,j,height,l2,ssim_l1,ssim_with_sobel,unet_l1,resnet_l1,resnet_ssim_sobel_l1
10481,22871,6.470588235294119,0.032240046809117,0.034719044342637,0.0233384423578778,0.0263741941501696,0.0460223319629828,0.020675387233495712
10481,22872,6.470588235294119,0.0247991730769475,0.0223677561928828,0.0169932829837004,0.0211359042053421,0.0282326222707827,0.016990232281386852
10481,22896,6.470588235294119,0.0078351922954122,0.0068543156764159,0.0050018196149418,0.0064532867011924,0.0101607611092428,0.004937235886851947
10482,22870,6.470588235294118,0.0404524616897106,0.0434335942069689,0.031509056687355,0.036097248395284,0.0497270412743091,0.026898307104905445
10482,22871,6.470588235294119,0.0228177042057116,0.024920810945332,0.0194610245525836,0.0252254158258438,0.0274246968328952,0.01950970043738683
10482,22872,6.470588235294118,0.0129782166332006,0.0156964293370644,0.0113708324109514,0.0173402167856693,0.0185145397360126,0.011571934446692467
10482,22873,6.470588235294119,0.0355511326342821,0.032681381329894,0.0256283488124609,0.0362110858162244,0.0410783980041742,0.027597326164444286
10482,22874,6.470588235294118,0.0101988206927975,0.0112902137140432,0.0107284657036264,0.0088528795167803,0.0127980709075927,0.006819059606641531
10482,22875,6.470588235294118,0.0560715335110823,0.0608120324711004,0.0437975811461607,0.0559978062907854,0.0611047049363454,0.047674018889665604
10482,22876,6.470588235294118,0.0513508369525273,0.0546014346182346,0.0379724117616812,0.0477093445758024,0.0591079555451869,0.042415296037991844
10482,22877,6.470588235294117,0.0511376584569613,0.060218213746945,0.0404133722186088,0.0530620254576206,0.0607700211306413,0.04423302039504051
10482,22878,6.470588235294118,0.0315683571000893,0.0345296940455834,0.023748996357123,0.0316590971002976,0.037964171419541,0.02909272039930026
10482,22895,6.470588235294118,0.0453683249652385,0.0613517761230468,0.0380886842807134,0.0469371937215328,0.0485495328903198,0.03414078739782175
10482,22896,6.470588235294118,0.0536728700002034,0.0553937132159868,0.0427991847197214,0.0608462256689866,0.0618376110990842,0.047055321435133614
10483,22868,6.470588235294119,0.0155720105394721,0.0151057542922596,0.0111786909401416,0.016966339899227,0.0171483911884327,0.007430255801106493
10483,22869,6.470588235294119,0.012508491675059,0.0133247673511505,0.0081984618057807,0.0146751049906015,0.0132122303669651,0.00876129480699698
10483,22870,6.470588235294117,0.057265281677246,0.0659870704015096,0.0498031253616015,0.0679063126444816,0.0665333569049835,0.046695699294408165
10483,22871,6.470588235294118,0.0284449104219675,0.0285269015779097,0.0227103438228368,0.0304902133842309,0.0348505961398283,0.023186541472872097
