i,j,height,l2,ssim_l1,ssim_with_sobel,unet_l1,resnet_l1,resnet_ssim_sobel_l1
19252,24680,6.460235294117648,0.1299075707793235,0.1291087393959363,0.1242644016941388,0.1290231297413508,0.1342621048291524,0.12310755749543507
19252,24681,6.772675769622246,0.0716566878060499,0.0710767855246861,0.0707479106883208,0.0714020803570747,0.0721120499074459,0.07091786091526349
19252,24682,7.64738202973497,0.0497281836966673,0.0639252190788586,0.0477797326942284,0.0661138854920864,0.0701384296019872,0.04823576658964157
19252,24683,8.310524209683873,0.0417342744767665,0.0426512223978837,0.0428850414852301,0.0436941236257553,0.0432589712242285,0.04385379950205485
19252,24684,9.281016103424813,0.0438272108634313,0.0417871574560801,0.0434583462774753,0.0515720422069231,0.04384704058369,0.0411385012169679
19252,24685,6.810544085183742,0.0321609377861022,0.030123192196091,0.0296021172155936,0.0392424607028563,0.0314742854485909,0.030434914554158848
19252,24686,6.470588235294118,0.037569960579276,0.0376328770071268,0.0363460108637809,0.0370808547983566,0.0380244987706343,0.0353582842896382
19252,24687,7.892647158883965,0.078895037372907,0.0696741677820682,0.0690253650148709,0.0755533600846926,0.0769385322928428,0.0693921409547329
19252,24688,7.870689949236059,0.1251537948846817,0.1102727899948756,0.1066586549083391,0.1120148922006289,0.117452618976434,0.10689689964056015
19252,24689,8.987182992632961,0.1066120068232218,0.0945687964558601,0.0912732978661855,0.0967228015263875,0.0990577166279157,0.09336238602797191
19253,24679,6.470588235294118,0.0818776289621989,0.0823390434185663,0.0812392209966977,0.0824782823522885,0.0838317175706227,0.08112277338902156
19253,24680,6.430122681984186,0.1218916028738021,0.1229498808582623,0.1168934404850006,0.1217506279548009,0.1260340635975202,0.11546321461598079
19253,24681,7.404257970066503,0.0317861537138621,0.0302985447148482,0.0306664599726597,0.0317896703879038,0.0321717485785484,0.030655082315206528
19253,24682,7.028629273883424,0.1048842370510101,0.1005363886555035,0.0988874584436416,0.1046066333850224,0.1026248534520467,0.09847838183244069
19253,24683,12.027569216929972,0.0989093954364458,0.1046647578477859,0.1090939119458198,0.1119211713473002,0.1183645228544871,0.09447392572959264
19253,24684,8.430805028234158,0.1286540453632672,0.128639002641042,0.1262038275599479,0.1339454849561055,0.1311331316828727,0.12648776173591614
19253,24685,7.853869671743381,0.0854597787062327,0.0844168737530708,0.0828986689448356,0.0863796894749005,0.0871013676126798,0.08088982850313187
19253,24686,8.019583044010185,0.1026336302359898,0.100086065630118,0.1000586822628974,0.1085125903288523,0.1045833254853884,0.10013916840155919
19253,24687,8.614923598988558,0.0877072215080261,0.0765382026632626,0.0757003476222356,0.0805798669656117,0.0792188967267672,0.07792641222476959
19253,24688,8.25206671212355,0.1079777777194976,0.0959624846776326,0.094010795156161,0.0997881715496381,0.1021820306777954,0.09470499803622563
19253,24689,8.4077885627412,0.0854817827542622,0.0762212077776591,0.0759538263082504,0.0812745044628779,0.0806082710623741,0.07566227267185847
19254,24678,5.860757453666398,0.0460557813445727,0.0443981426457564,0.0441325244804223,0.0464281054834524,0.0459626652300357,0.04418213044603666
19254,24679,7.33238889425502,0.1553895473480224,0.1561801781256993,0.154155229528745,0.161448801557223,0.1573394586642583,0.1543133407831192
19254,24680,7.307217556189365,0.0550148040056228,0.0502685618897279,0.04899879048268,0.0649696613351504,0.0562976486980915,0.047754873832066856
19254,24681,5.978418212922754,0.0147663162400325,0.0131716787194212,0.0132854518791039,0.0152856825540463,0.0161453261971473,0.013155345184107622
19254,24682,7.118742530872393,0.0690479216476281,0.0649671914676825,0.0629306187232335,0.0671089614431063,0.0651694697638352,0.0622599832713604
19254,24683,6.280877709676563,0.08887272203962,0.0906003415584564,0.0869558913012345,0.0902542459468046,0.0933893633385499,0.08645858367284139
19254,24684,11.412111324261492,0.0874612778425216,0.0882725293437639,0.1019295205672582,0.1036156018575032,0.1002028758327166,0.08358374858895938
19254,24685,8.557334627203623,0.0848892778158187,0.0791202063361803,0.080496792991956,0.082505527883768,0.0865832020839055,0.07873903090755145
19254,24686,7.130930351759668,0.1448543940981229,0.1408266300956408,0.1399703547358513,0.1418090835213661,0.1468978201349576,0.13797481109698614
19254,24687,7.723373125394874,0.0864294345180193,0.0833570708831151,0.0815821712215741,0.0850946605205535,0.0874258950352668,0.08153235663970311
19254,24688,10.064537188620523,0.1189735184113184,0.116802213092645,0.1152498548229535,0.1208542883396148,0.1204719319939613,0.11412503321965535
19254,24689,8.394241219646553,0.1028983344634374,0.1010261103510856,0.098666879038016,0.1004429856936136,0.1013756891091664,0.0979631096124649
19255,24678,5.979266631123749,0.0235664496819178,0.0222436254844069,0.0206560436636209,0.0250917036707202,0.0239881603047251,0.02197734545916319
19255,24679,7.67958860211928,0.0732888976732889,0.0765564789374669,0.0731474347412586,0.0879732022682825,0.0806481887896855,0.07131339733799298
19255,24680,6.810041434787885,0.0189737447847922,0.0207214765250682,0.0155807686969637,0.0344895956416924,0.0340502988547086,0.016033665897945564
19255,24682,7.83761391880696,0.0223833750933408,0.0212146267294883,0.020922852680087,0.0218744501471519,0.0211103887607653,0.020477730159958202
19255,24683,14.441278241400363,0.0296009089797735,0.0260138818994164,0.0313499836872021,0.0317487881208459,0.042454049612085,0.021181838897367317
19255,24684,9.389836607554512,0.0278770569711923,0.0297867053498824,0.026999644935131,0.0262466352432966,0.0254617768029371,0.025032268837094307
19255,24685,8.0135655794885,0.036303985863924,0.0342748208592335,0.0333400300393501,0.0349890875319639,0.0343175735324621,0.03346097966035207
19255,24686,7.834430397380978,0.0349766581008831,0.0309473518282175,0.0310728965948025,0.0336336102336645,0.0331140694518884,0.029185855761170387
19255,24688,7.049961932576978,0.0360837628444035,0.0339221836378177,0.0313493435581525,0.0352199953049421,0.0345933251082897,0.03120545856654644
19255,24689,8.021928028752104,0.0673614777624607,0.0661516065398852,0.0646025339762369,0.0689656771719455,0.0645005963742733,0.06346120561162631
19256,24678,6.796582278004346,0.0863962098956108,0.0858670137822628,0.0818868204951286,0.0924741402268409,0.0885652924577395,0.08184483274817467
19256,24679,7.010211492004209,0.0922434354821841,0.0917678748567899,0.0924924289186795,0.0949540684620539,0.0933380698164304,0.09127918630838394
19256,24680,8.234712827243552,0.0441870813568433,0.0404051716128985,0.0376925865809122,0.0434298329055309,0.0760890419284502,0.03698531538248062
19256,24681,7.707968591107801,0.125951275229454,0.1228112205862999,0.1209179411331812,0.1230616519848505,0.1296432837843895,0.11968115717172623
19256,24682,9.23203226863877,0.082145315905412,0.0865646650393803,0.0763734442492326,0.0836140637596448,0.0919408500194549,0.07342382023731868
19256,24683,8.775775878407138,0.0563838171462217,0.0537242852151393,0.0514302949110666,0.0502007094522317,0.0486453771591186,0.048446050534645714
19256,24684,8.943694391987746,0.0530025425056616,0.0509073970218499,0.04803366959095,0.0469207732627789,0.0437603797763586,0.04471034308274587
19256,24685,8.137920541640517,0.1182595938444137,0.114453487098217,0.111366331577301,0.1151086787382761,0.1152248829603195,0.10928906003634135
19256,24686,7.957658318333,0.0582432113587856,0.0537057680388291,0.0529464371502399,0.0551287208994229,0.0553988230725129,0.05181581651171049
19256,24688,7.390849673202613,0.0981196363766988,0.0972289542357126,0.0969799136122067,0.102368322511514,0.1011067007978757,0.09736559043327968
19256,24689,6.872117400419288,0.0257649601747592,0.0233984806885321,0.023000368848443,0.0258322445054848,0.0243927650153636,0.022792331253488857
19257,24677,7.3398941325579665,0.014358764514327,0.0130187564839919,0.0124648322040836,0.0136281245698531,0.014275262132287,0.012313656508922577
19257,24678,8.07056293485136,0.0613293846448262,0.0551166435082753,0.0551297254860401,0.0601330089072386,0.0588149738808473,0.05378256489833196
19257,24679,8.106733608017587,0.0699887635807196,0.0600054909785588,0.0587297516564528,0.0648682974278926,0.0811707725127538,0.057217838863531746
19257,24680,8.455401906076496,0.0797101097802321,0.0733273575703303,0.0731100725630919,0.0771246453126271,0.0793201078971227,0.0705826183160146
19257,24681,8.865780546452815,0.0898898045221964,0.0873603150248527,0.0886927843093872,0.1036218926310539,0.0978710800409317,0.08698937048514684
19257,24682,7.388718770368106,0.1247085084517796,0.1196667725841204,0.1187022154529889,0.1198283086220423,0.1217266817887624,0.11893036464850108
19257,24683,9.076430572228892,0.0153592381005485,0.013892941797773,0.0130344284698367,0.013956939180692,0.0116934689382712,0.012300148295859495
19257,24684,8.996853810070078,0.0598051038881142,0.0538429245352745,0.0551617306967576,0.0606354524691899,0.055100346604983,0.054110524555047355
19257,24685,7.734412866270103,0.1295407762130101,0.1270257011055946,0.1249203582604726,0.1321099077661832,0.1288776770234108,0.12567832320928574
19257,24686,7.852576287925466,0.0475777213772138,0.0473834040264288,0.0435464791953563,0.0493861486514409,0.0569743464390436,0.04334802677234014
19257,24688,5.006226280834914,0.0277316533029079,0.0244629674901564,0.0244098858286937,0.0279279543707768,0.0266022160649299,0.0237704844524463
19257,24689,8.311812529890004,0.014307277277112,0.0124556493634978,0.0126447392006715,0.0140670370310544,0.0155796992282072,0.012165407339731852
19258,24677,6.424940346508974,0.0418865618606408,0.0400624709824721,0.0388557966798543,0.0448347895095745,0.0435530406733353,0.03935993152360121
19258,24678,8.113009107797879,0.047375655422608,0.0439512891074021,0.0406501125544309,0.0452901770671208,0.0435606849690278,0.03999647249778112
19258,24679,8.310957099490235,0.0617542639374733,0.0510152255495389,0.0501101054251194,0.056594764192899,0.0616561273733774,0.049864148100217186
19258,24680,7.62266187948678,0.0696964114904403,0.0625580251216888,0.0644255143900712,0.066623255610466,0.0652724305788676,0.06374320512016614
19258,24681,6.657053371212587,0.0829498519500096,0.0794489768644173,0.0820916431645552,0.0821796990931034,0.0827690536777178,0.07774333034952481
19258,24682,7.984720938986414,0.0952605406443278,0.0936385716001192,0.0927450681726137,0.0988096818327903,0.0977481380105018,0.09082111964623134
19258,24683,8.256377819945184,0.0118687842041254,0.0114775610466798,0.0112768113613128,0.0112910441433389,0.0110722836107015,0.010256546239058176
19258,24684,7.739668174962293,0.0860581398010253,0.0873780573407809,0.0852119748791058,0.0879630719621976,0.086868941783905,0.08434030165274937
19258,24685,8.50713789292591,0.0733788621922334,0.0666204777856667,0.0660214995344479,0.0703905882934729,0.071561021109422,0.06528564170002937
19258,24686,7.447814451382694,0.1023272226254145,0.0979081491629282,0.0964722534020741,0.0999680211146672,0.0994671856363614,0.09642462929089864
19258,24687,8.183586948292831,0.0671827060480912,0.0637859751780827,0.0621472895145416,0.0670550465583801,0.0635654019812742,0.06179051846265793
19258,24688,6.417767106842738,0.0314322250584761,0.0311517423639694,0.0304309073835611,0.0309506362924973,0.0307733075072367,0.03031184213856856
19259,24668,6.470588235294118,0.0470526355008284,0.0454009224971135,0.044103056192398,0.0451213928560415,0.0467922377089659,0.04396734138329824
19259,24669,25.70441176470588,0.0382774757842222,0.0294043825318415,0.0587668487181266,0.0376802471776803,0.0369237766911586,0.03408171981573105
19259,24670,25.620278594079466,0.0481897617379824,0.044281005859375,0.0707117207348346,0.052457544952631,0.0607494314511617,0.043179042637348175
19259,24677,6.863538937842344,0.0231985536714394,0.0222887241592009,0.0216785731414953,0.0225648991763591,0.023468521113197,0.02195379262169202
19259,24678,10.72665618347721,0.0308993806441624,0.026661197344462,0.0286705040683348,0.0317897213002046,0.024885960544149,0.02597651071846485
19259,24679,5.607843137254902,0.016460749010245,0.0171214394892255,0.0181348094095786,0.0165711405376593,0.0153696369379758,0.01657982838029663
19259,24680,8.481868993251993,0.0772751197218895,0.074598037948211,0.0730333936711152,0.0764283177753289,0.075753038128217,0.07296572128931682
19259,24681,7.94496300148724,0.0922027677297592,0.0878118822971979,0.0900584012269973,0.0911134978135426,0.093152272204558,0.08577682326237361
19259,24682,7.781097836009649,0.0977530280749003,0.0915983691811561,0.0936445519328117,0.0973353510101636,0.0961701944470405,0.09060705204804738
19259,24683,7.326121202520505,0.091383454700311,0.0869720155994097,0.086991066733996,0.0900380089879036,0.089412935078144,0.08553968369960785
19259,24684,7.434881274520832,0.092136559387048,0.0868904267748196,0.0876498371362686,0.0901999200383822,0.0901116480429967,0.08532144377628963
19259,24685,8.203795768770185,0.0921026120583216,0.0860723356405894,0.0857832680145899,0.0892812336484591,0.0884147783120473,0.08497303475936253
19259,24686,8.228576453002725,0.0609102882444858,0.0555814603964487,0.0547550382713476,0.0592245459556579,0.0568208135664463,0.05543140321969986
19259,24687,9.700322473034582,0.0823683713873227,0.0784909998377164,0.0767019776006539,0.1070272177457809,0.0846827526887257,0.07524579639236133
19259,24688,9.24718806163042,0.0832851032416025,0.0858447800079981,0.0852883184949557,0.0950071364641189,0.0851600617170333,0.08377328763405482
19260,24659,6.3706012206206974,0.0188238530730207,0.0160205404584606,0.0156031132986148,0.0166777701427539,0.0170619745428363,0.014722013846039772
19260,24660,5.880677057147646,0.0387879957755406,0.0390574199457963,0.0383414334307114,0.0390041482945283,0.0469285249710083,0.03865077284475168
19260,24663,4.086687306501548,0.0243949219584465,0.0237652286887168,0.0238593226919571,0.0243049220492442,0.0246094781905412,0.022386034950613976
19260,24665,6.470588235294117,0.0104235249261061,0.008323128024737,0.008396846242249,0.009774791697661,0.0115484800189733,0.009363504747549692
19260,24666,9.947979191676673,0.022397294640541,0.0197348427027463,0.0197941573957602,0.0207440517842769,0.0219510123133659,0.02013119620581468
19260,24667,10.784313725490197,0.0059095167865355,0.0043809599398324,0.0052786129526793,0.0063899083373447,0.004099834167088,0.00432786609356602
19260,24669,34.05305651672434,0.0542543220023314,0.0503640820582707,0.0796783392628033,0.0510242196420828,0.054048802703619,0.05374731495976448
19260,24670,16.182075127644055,0.0858624428510665,0.0847552915414174,0.0897615402936935,0.0871833513180414,0.0901567414402961,0.08364555736382802
19260,24671,6.470588235294118,0.0031647145127256,0.0025253198109567,0.0025421005363265,0.0020702368735025,0.0020273329767708,0.0021186236602564654
19260,24672,9.005863285346553,0.0374837617079416,0.0393005330115556,0.0323167530198892,0.0603182564179102,0.0441054987410704,0.03202460457881292
19260,24673,6.606873518638225,0.0327830066283543,0.0307067073881626,0.0310792916764815,0.0345310978591442,0.0336269494146108,0.031440662841002144
